"ALKBH5" "FTO" "IGF2BP1" "IGF2BP2" "IGF2BP3" "METTL14" "METTL3" "KIAA1429" "WTAP" "YTHDC1" "YTHDC2" "YTHDF1" "YTHDF2" "YTHDF3" "RBM15" "CancerType"
"Sample_144" 0.346534 0.257945 0.12333 0.08294 0.02039 0.12978 0.4991 0.16451 0.25416 0.20891 0.19288 0.89377 0.0137 -0.041937 -0.50215 "BRCA"
"Sample_145" 0.069543 0.07515 -0.16983 0.63321 -0.157609 0.13253 0.401478 0.04981 0.231251 0.04214 -0.14078 0.15776 -0.000947 0.316633 -0.10264 "BRCA"
"Sample_146" -0.251043 -0.463652 0.58673 0.50925 -0.010251 -0.07354 -0.448966 -1.24665 -0.156448 -0.73529 -0.40018 -0.7618 -0.73038 -0.870272 -1.699 "BRCA"
"Sample_147" -0.29226 -0.14209 0.05412 0.17925 -0.019275 -0.08596 -0.209737 -0.43469 -0.059209 -0.60374 -0.55565 -0.39146 -0.050653 -0.708624 -1.3815 "BRCA"
"Sample_148" -0.796338 -0.573377 0.59461 0.04578 -0.085607 -0.17887 -0.59412 -1.46452 -0.732412 -0.787 -1.27659 -0.78605 -0.778347 -1.600605 -2.1176 "BRCA"
"Sample_149" 0.3472 0.267529 -0.28355 -0.14206 0.084313 0.08184 -0.071825 0.61979 0.670643 0.55405 0.3885 0.40471 0.954379 0.241305 0.63458 "BRCA"
"Sample_150" 0.104978 -0.202247 0.27536 -0.11637 -0.224302 -0.13621 0.500531 -0.18712 -0.301636 0.21083 0.43986 1.16441 0.030104 0.312792 -0.85602 "BRCA"
"Sample_151" 0.599887 0.298886 0.75784 -0.25438 -0.022954 -0.09149 -0.061936 -0.04342 -0.569168 0.39562 0.12372 0.18626 -0.130174 -0.222841 -0.42503 "BRCA"
"Sample_152" 0.363734 0.128531 -0.31894 0.25551 0.004768 0.07007 0.244877 0.32686 0.002611 0.45616 0.73707 0.37115 0.056237 0.14199 -0.065278 "BRCA"
"Sample_153" 0.022877 0.024133 -0.07836 0.06278 0.041071 0.20213 -0.118338 0.38638 0.023662 0.67644 -0.02069 0.42264 0.52433 0.461918 -0.013466 "BRCA"
"Sample_154" -0.068504 -0.30151 0.52353 -0.01057 0.084238 0.10069 -0.870287 -0.42612 -0.101029 0.002 -0.99282 -0.29693 0.076367 -0.506152 -0.25386 "BRCA"
"Sample_155" -0.538498 -0.10445 0.22606 -0.21334 0.0566 -0.12731 -0.523106 -0.81138 -0.772261 -0.55952 -1.15592 -1.02788 -1.097048 -1.514059 -1.6833 "BRCA"
"Sample_156" 0.598823 0.174433 -0.20902 0.07427 0.054737 0.25906 0.169815 0.78141 0.620283 0.84921 1.05921 0.87534 1.439521 0.338823 0.94165 "BRCA"
"Sample_157" 0.025985 0.857241 -0.13677 0.80559 -0.024344 -0.01252 -0.347541 0.37044 0.164326 0.24343 -0.12543 0.23722 0.174843 0.043593 0.17108 "BRCA"
"Sample_158" 0.027151 -0.352894 0.05416 0.00735 -0.001634 -0.00229 -0.031604 0.08039 -0.070368 0.10677 0.01637 -0.32077 -0.12817 0.375747 -0.11186 "BRCA"
"Sample_159" 0.275591 -0.098621 -0.18269 -0.2087 -0.082058 -0.04575 0.219964 0.32283 0.142074 0.21894 0.35593 0.70455 0.308555 0.192788 0.33811 "BRCA"
"Sample_160" -0.30599 -0.533247 -0.01201 -0.09371 -0.009815 0.02027 -0.607292 -1.23995 -0.042044 -0.5101 -0.12041 -0.24518 -0.450579 -0.013545 -1.7321 "BRCA"
"Sample_161" -0.02688 -0.256892 0.26352 0.45734 -0.1084 -0.04128 -0.176847 -0.47482 -0.231154 -0.51155 -0.28884 -0.27613 0.024321 -0.460588 -1.15 "BRCA"
"Sample_162" -0.031071 0.0793 -0.2035 -0.14322 0.015174 0.01775 0.16169 0.07064 -0.027271 -0.12486 0.32906 -0.43097 -0.062731 -0.16195 -0.32172 "BRCA"
"Sample_163" -0.070854 0.33919 -0.19185 -0.17656 0.04171 0 -0.108057 -0.35637 0.223198 -0.5764 -0.00984 -0.24854 0.127159 -0.398433 -1.2168 "BRCA"
"Sample_164" 0.447805 0.143944 0.21511 -0.14972 -0.186944 -0.03409 0.002952 -0.33368 -0.188817 -0.32674 -0.47126 -0.38556 0.098077 0.135156 -0.73267 "BRCA"
"Sample_165" -0.358152 -0.29653 0.21502 -0.12195 -0.164215 -0.2022 -0.119524 -0.70755 -0.264471 -0.5699 -0.87713 -0.00163 -0.554502 -0.561631 -1.0965 "BRCA"
"Sample_166" -0.186548 0.093555 0.0011 -0.12253 -0.203918 -0.18976 0.223894 -0.27748 -0.759179 -0.14633 0.04256 0.02662 0.035993 -0.195665 -0.47634 "BRCA"
"Sample_167" -0.214646 -0.52319 0.34918 -0.11636 -0.081002 -0.14562 -0.661342 -0.61379 -0.118138 0.03218 -0.87801 0.27866 0.230729 -0.642272 -0.30116 "BRCA"
"Sample_168" 0.026577 0.177801 0.12431 -0.21575 -0.214851 -0.22902 0.103427 0.00302 -0.036309 -0.14554 0.34052 0.07928 0.037061 -0.338243 -0.065047 "BRCA"
"Sample_169" -0.193043 -0.14652 0.33022 0.64258 0.014979 0.30656 0.283402 -0.21009 0.065134 -0.0106 -0.0701 -0.29396 -0.164041 -0.328714 -1.3153 "BRCA"
"Sample_170" 0.616559 -0.118107 -0.29054 0.22411 0.123246 0.2142 0.010175 0.34042 -0.054507 0.60626 1.11785 0.01829 0.035825 0.406814 -0.23079 "BRCA"
"Sample_171" 0.026735 -0.012792 0.36356 0.48663 0.696992 0.59686 -0.261581 0.02372 -0.281092 0.41565 0.27728 0.33485 0.425492 0.097245 -0.077411 "BRCA"
"Sample_172" -0.163437 0.471644 0.20641 0.00375 -0.134297 -0.07747 0.001943 -0.14802 -0.170216 0.04581 0.47561 0.41724 0.354129 -0.270193 -0.8172 "BRCA"
"Sample_173" -0.021504 0.098294 0.253 0.07695 0.065578 -0.06331 -0.013287 -0.23586 -0.032593 -0.3562 0.03592 -0.2127 -0.173249 -0.282626 -1.1825 "BRCA"
"Sample_174" -0.561924 -0.346794 0.56004 0.23447 0.052069 -0.15635 -0.376531 -0.99079 -0.669513 -0.73711 -1.17383 -0.91736 -0.924499 -1.459636 -1.8211 "BRCA"
"Sample_175" 0.010812 -0.102781 -0.00366 0.14104 0.198936 0.17596 0.358091 0.43622 0.01438 1.06485 -0.20402 0.32424 0.106128 0.693473 -0.23924 "BRCA"
"Sample_176" 0.466281 -0.132623 0.20621 0.05508 -0.091194 0.20178 0.704861 0.57713 0.642816 0.65093 0.20731 0.63473 0.387493 0.566042 0.060321 "BRCA"
"Sample_177" -0.14856 -0.087136 0.32335 0.36466 0.228752 0.26786 -0.114506 -0.48646 -0.000758 -0.01401 0.29749 0.22387 -0.040606 0.064153 -0.76354 "BRCA"
"Sample_178" -0.22895 -0.036766 -0.42556 1.33664 0.054015 -0.00552 -0.157785 -0.75055 -0.252927 -0.57756 -0.97968 -0.50031 -0.713826 -0.125738 -1.5288 "BRCA"
"Sample_179" -0.650538 -0.335299 0.3665 0.18112 0.161392 0.07464 -0.203671 -0.8417 -0.386374 -0.43313 -0.32383 -0.22148 -0.729939 -0.635932 -1.7439 "BRCA"
"Sample_180" 0.432021 0.575839 -0.16902 0.12924 0.004694 0.16932 0.194218 0.54756 0.341676 0.85687 0.38724 0.55305 0.405459 0.347543 0.70221 "BRCA"
"Sample_181" -0.452669 -0.328061 0.22547 0.3373 0.082617 0.01404 -0.240834 -0.57041 -0.445425 -0.40527 -0.19339 -0.30157 -0.293021 -0.409296 -1.1782 "BRCA"
"Sample_182" 0.065528 -0.115231 -0.0228 0.53989 0.099008 0.22814 0.31102 -0.33094 0.155476 0.36155 0.98406 0.78811 0.317269 1.192715 -0.46425 "BRCA"
"Sample_183" 0.506739 0.255021 0.07897 0.23495 0.139841 0.20916 0.676743 0.29578 0.016566 0.48336 0.8656 0.19797 -0.11905 0.924859 -0.24217 "BRCA"
"Sample_184" 0.183979 -0.039941 0.22958 0.0595 -0.00055 0.06646 0.093028 -0.18681 0.088081 -0.08301 -0.08219 0.20376 0.182003 0.006097 -0.33049 "BRCA"
"Sample_185" 0.066684 0.044025 -0.04257 0.13849 0.109876 0.1692 0.111424 -0.2121 0.307927 -0.23389 0.36144 -0.00795 0.295373 -0.103203 -0.65999 "BRCA"
"Sample_186" 0.524244 -0.505094 0.17301 0.29036 -0.149548 0.13992 1.107375 0.48951 0.016557 0.47009 0.46992 1.18239 0.628915 1.221739 -0.6818 "BRCA"
"Sample_187" 0.405654 0.538228 0.50011 -0.14012 -0.030533 0.05781 0.29576 0.14411 -0.109616 0.08716 -0.21212 0.4011 -0.028396 -0.260762 -0.34359 "BRCA"
"Sample_188" -0.103087 -0.305622 0.3474 0.2161 0.075751 0.13389 0.140286 0.46147 0.140103 0.5474 0.24241 0.33784 0.496528 0.731077 -0.25924 "BRCA"
"Sample_189" -0.002769 -0.059128 0.32866 0.13766 -0.014745 0.03312 0.220228 0.44617 0.32071 0.42137 0.57217 0.70137 0.501296 0.336374 0.094286 "BRCA"
"Sample_190" 0.511088 -0.255599 -0.08385 0.08062 0.00198 0.17983 -0.713784 -0.51295 0.816319 -0.00646 -0.52696 0.15682 0.045519 0.217101 -0.25561 "BRCA"
"Sample_191" 0.648746 0.359506 -0.04951 -0.01128 0.040079 0.22797 1.064919 0.5072 1.262524 0.56973 0.02066 1.18399 1.503971 0.556967 0.36164 "BRCA"
"Sample_192" -0.402561 -0.213153 0.83095 0.03334 -0.150447 -0.13275 -0.199741 -0.64156 -0.804753 -0.42291 -0.40669 -0.67263 -1.147461 -1.167043 -1.0861 "BRCA"
"Sample_193" -0.356486 -0.51793 0.71778 0.72351 -0.068901 0.35345 -0.328783 -1.50313 -0.130564 -0.10881 -0.1747 -0.4304 -0.618246 -0.094947 -1.4362 "BRCA"
"Sample_194" 0.495406 0.226704 0.06364 0.11387 0.040959 0.05379 0.521406 0.20262 -0.030049 0.48014 1.24635 0.9102 -0.128523 -0.224777 0.028753 "BRCA"
"Sample_195" -0.504155 -0.212139 -0.12144 0.23118 0.021947 -0.06725 0.089432 -0.58501 -0.075464 -0.55742 -0.4526 -0.60963 -0.255507 -0.905665 -1.9296 "BRCA"
"Sample_196" 0.035968 0.384087 -0.3523 0.03022 0.036002 0.02845 0.214642 -0.16097 -0.046699 -0.03251 0.18119 -0.17335 0.078512 -0.269403 -0.65307 "BRCA"
"Sample_197" 0.307834 -0.315746 0.33953 0.02533 -0.176427 -0.00408 0.269231 0.06704 0.210801 0.14261 -0.05353 0.1738 0.235496 -0.203288 0.020338 "BRCA"
"Sample_198" -0.417225 -0.437043 0.1444 0.2134 0.051865 0.14699 0.595929 0.0558 -0.002814 0.27811 0.42405 0.19568 0.178436 -0.296797 -0.44017 "BRCA"
"Sample_199" -0.02106 0.270723 0.03522 -0.00043 -0.019285 0.17207 0.538037 -0.00312 -0.103141 0.05531 -0.01911 0.0051 0.33407 -0.095421 -0.34751 "BRCA"
"Sample_200" 0.441976 -0.096951 0.5073 0.03043 -0.033201 0.07977 0.236997 -0.06482 0.041033 -0.04044 -0.18827 0.98328 -0.140451 -0.291207 -0.36527 "BRCA"
"Sample_201" 0.244995 0.189991 0.13173 0.07386 -0.155849 0.0924 0.361414 0.32714 0.146062 0.45517 0.4297 0.81365 0.33942 0.029244 -0.13265 "BRCA"
"Sample_202" -0.39713 -0.552733 0.11916 0.16196 0.083961 0.02972 -0.575892 -0.95665 -0.509431 -0.45728 -0.42678 -0.66676 -0.801434 -1.164929 -1.1659 "BRCA"
"Sample_203" 0.092821 0.361571 -0.13351 0.09647 -0.034953 0.11948 0.278129 0.36698 0.451341 0.82447 0.75984 0.57829 0.482172 0.011409 0.55495 "BRCA"
"Sample_204" 0.568218 0.618266 0.13199 -0.00582 -0.052993 0.05136 0.561372 0.19327 0.184006 0.45911 0.93463 0.50605 0.492838 0.066138 0.11582 "BRCA"
"Sample_205" 0.322563 0.05273 -0.06988 -0.14516 0.050716 0.01854 0.383984 0.40621 -0.014357 0.40669 -0.11602 0.36092 0.133153 0.374601 0.077478 "BRCA"
"Sample_206" 0.0467 0.097078 -0.29074 -0.04529 -0.094613 -0.08335 0.1067 -0.15181 -0.147701 0.01991 -0.07281 0.37325 0.215605 -0.011926 -0.74268 "BRCA"
"Sample_207" -0.232687 -0.357246 0.43111 0.26699 -0.067697 0.05562 -0.052802 -0.46948 -0.483801 -0.63587 -0.54792 -0.08876 -0.577298 -0.728305 -1.7342 "BRCA"
"Sample_208" 0.774183 -0.389028 -0.13272 0.14721 0.030619 0.14974 1.024189 0.56951 0.345852 0.7479 1.218 1.09046 0.091464 0.440291 -0.0136745 "BRCA"
"Sample_209" 0.315559 -0.191756 0.04749 -0.03464 -0.153273 -0.01462 -0.068258 0.17795 0.050606 0.5538 -0.06896 0.44135 0.768931 0.539982 0.181441 "BRCA"
"Sample_210" -0.435386 -0.185145 0.06174 0.05855 -0.013373 0.15357 0.662689 0.29903 -0.116524 0.46039 0.56977 0.17862 0.278422 0.755608 0.03203525 "BRCA"
"Sample_211" 0.416062 0.233402 0.04171 0.09308 -0.042726 0.00462 0.301219 0.44929 0.239285 0.84458 0.42987 0.61256 0.384676 0.416255 0.585565 "BRCA"
"Sample_212" -0.364758 -0.484778 0.37568 -0.10523 -0.007592 -0.11464 -0.249174 -0.35496 -0.773078 -0.00017 -0.57396 -0.73929 -0.405093 -0.50709 -0.0469855 "BRCA"
"Sample_213" 0.14217 0.041139 0.37446 -0.031 -0.059256 0.00085 0.414591 0.32868 0.255493 0.51489 0.22518 0.49009 0.186267 -0.062734 0.036831 "BRCA"
"Sample_214" 0.350707 0.206919 -0.02072 0.12538 0.033918 0.04463 0.872223 0.4101 0.305243 1.86856 0.33655 0.5776 0.038032 0.766233 -0.231665 "BRCA"
"Sample_215" -0.267206 -0.22679 0.25595 0.0494 -0.28122 -0.2516 0.160406 -0.47779 -0.181685 -0.62642 -0.49215 -0.57454 -0.563773 -0.886398 -1.5336 "BRCA"
"Sample_216" 0.031703 -0.047112 0.24433 -0.03182 -0.077731 -0.13265 -0.21008 -0.40725 -0.201271 -0.07958 -0.06133 -0.06433 -0.374704 -0.112327 -0.387045 "BRCA"
"Sample_217" -1.226438 -0.755352 0.78068 0.86814 -0.200045 0.23743 -0.108557 -0.9916 -1.606166 -0.16455 -0.44718 -0.96191 -1.661295 -1.302699 -1.76755 "BRCA"
"Sample_218" -1.411115 -1.082819 1.63404 0 0.080838 0.10051 -0.589063 -1.51057 -2.625333 -0.42009 -0.53668 0.08973 -1.76242 -1.543684 -1.6879 "BRCA"
"Sample_219" -0.282869 -0.437603 0.5888 0.10028 0.135041 0.0551 -0.250046 -0.45184 0.202101 -0.09848 -0.70447 -0.35749 0.080437 -0.075127 -0.508075 "BRCA"
"Sample_220" -0.232475 0.565599 -0.1895 0.0422 0.115037 0.05172 0.365422 -0.00759 -0.055952 0.06451 0.40277 0.23119 0.154642 -0.646331 -0.110409 "BRCA"
"Sample_221" 0.229896 0.405967 -0.20764 0.02875 0.20027 0.10239 0.167139 0.12716 0.535638 0.37729 -0.19669 0.5204 0.905221 0.286553 0.1414855 "BRCA"
"Sample_222" -0.407233 -0.527205 0.31383 -0.03275 -0.056217 -0.07068 -0.038768 -0.30749 -0.585976 0.16517 0.03596 -0.03061 -0.145236 -0.115566 -0.551465 "BRCA"
"Sample_223" -0.082844 -0.329171 -0.00344 0.03604 0.061381 0.10346 -0.398454 -0.41109 -0.725571 0.61404 0.02843 -0.15144 -0.280952 -0.211346 -0.715915 "BRCA"
"Sample_224" 0.004697 -0.204544 -0.08916 0.00919 0.129037 0.09124 -0.034378 -0.39922 0.0417 -0.10207 -0.16212 0.3801 -0.052383 -0.28702 -0.68111 "BRCA"
"Sample_225" 0.219266 0.623738 0.14396 0.03881 0.000377 0.03888 0.419717 0.07772 -0.118776 -0.08338 -0.00997 0.13682 0.079324 0.239774 -0.658365 "BRCA"
"Sample_226" -0.348197 -0.133646 0.48821 0.49334 -0.003561 -0.0941 -0.118338 -0.55177 -0.575672 -0.49921 -0.3574 -0.54229 -0.499172 -0.949323 -1.4506 "BRCA"
"Sample_227" 0.157269 0.249732 0.2996 0.22244 0.050531 0.19133 0.085776 0.23322 -0.612555 0.33989 0.52183 0.4285 -0.286964 -0.146664 0.050487 "BRCA"
"Sample_228" 0.193472 -0.000998 0.10587 -0.096 0.040468 -0.02474 0.101849 -0.00255 -0.070696 0.08707 0.18034 -0.15055 -0.149438 -0.197719 -0.37485 "BRCA"
"Sample_229" -0.272868 -0.004734 0.45662 0.15096 0.206385 0.10101 -0.18108 -0.62011 -0.280435 -0.5887 -0.11337 -0.68075 -0.331337 -1.055699 -1.50085 "BRCA"
"Sample_230" -0.081679 -0.007812 1.24813 -0.12209 -0.086626 -0.02997 -0.342082 -0.21815 -0.901438 -0.25686 -0.31348 -0.35947 -0.559252 -1.09842 -0.513015 "BRCA"
"Sample_231" 0.509756 1.263473 -0.09164 0.03256 0.148022 0.20071 0.02026 0.3446 -0.456077 0.38308 0.65642 0.46284 0.235179 0.762589 0.214735 "BRCA"
"Sample_232" -0.120213 -0.302803 -0.01696 -0.17022 -0.160111 -0.1449 -0.081361 -0.24781 -0.455796 -0.27547 -0.19478 -0.22061 -0.24727 -0.716208 -0.69524 "BRCA"
"Sample_233" -1.048979 -0.693265 1.8001 0.02994 0.21982 -0.03984 -0.211687 -1.4135 -1.419459 -0.5126 -0.56516 -0.42282 -1.440479 -1.520122 -2.1849 "BRCA"
"Sample_234" 0.24444 0.368057 -0.24322 -0.01264 0.076826 0.13531 0.186819 0.02093 0.031264 -0.04224 -0.52789 0.29035 0.265956 0.657961 0.28126 "BRCA"
"Sample_235" 0.601543 0.049912 0.16224 0.02746 -0.099311 0.11063 -0.021794 0.12659 -0.374417 0.54882 0.46336 1.68481 -0.010429 0.002956 -0.13188 "BRCA"
"Sample_236" -0.136653 0.717674 -0.16393 -0.00202 0.13568 0.12612 0.723197 0.4691 -0.095351 0.62867 0.83294 0.58168 0.430471 0.173679 0.51878 "BRCA"
"Sample_237" 0.617308 0.728059 -0.01103 -0.03563 -0.085487 0.10068 0.274699 0.45205 0.18761 0.59325 0.29208 0.43025 0.123821 -0.029375 0.2508 "BRCA"
"Sample_238" 0.095171 0.268002 -0.07094 0.05741 0.036253 0.12862 0.196168 0.66469 0.14151 0.66981 0.38317 0.5954 0.621208 0.348362 0.41581 "BRCA"
"Sample_239" 0.078721 0.195839 0.14461 0.02847 0.036762 0.14993 0.226922 0.18158 -0.008088 0.0581 0.13623 0.1106 0.989103 0.244129 -0.036768 "BRCA"
"Sample_240" 0.1491 -0.258475 -0.06884 -0.06458 -0.060062 0.07192 0.547328 0.17164 0.155917 0.40928 0.68135 0.81212 0.349317 0.316456 0.021193 "BRCA"
"Sample_241" -0.108842 0.120347 -0.21139 0.08258 -0.168941 0.16702 0.198805 0.25722 -0.11398 0.20784 -0.20571 0.41289 0.804087 0.259732 0.339 "BRCA"
"Sample_242" 0.375567 0.291734 -0.05926 0.14078 -0.105417 0.30882 0.392334 0.44778 0.364501 0.73265 1.09688 0.02649 0.434241 -0.036239 0.085389 "BRCA"
"Sample_243" -0.192368 -0.230303 -0.12975 0.04029 -0.087821 0.07798 0.079249 -0.44438 -0.348402 -0.17197 0.12684 -0.61806 -0.089438 -0.138497 -0.81372 "BRCA"
"Sample_244" -0.098406 -0.211502 -0.35076 0.05818 -0.026595 0.25082 0.235664 0.31418 0.255774 0.40868 0.95323 -0.37223 0.528506 0.314885 0.20425 "BRCA"
"Sample_245" -0.441492 -0.154724 0.10159 0.21707 0.110339 -0.01934 -0.414214 -0.85403 -0.405623 -0.5008 -0.1068 -0.68711 -0.656643 -1.006086 -1.2009 "BRCA"
"Sample_246" -0.607295 -0.338494 0.63449 0.15523 -0.007962 -0.02968 -0.364408 -0.704 -0.466682 -0.39669 -0.89584 -0.71431 -0.449855 -0.892778 -0.84277 "BRCA"
"Sample_247" 0.548937 0.306028 -0.29868 -0.01949 0.097386 0.19736 -0.129756 0.42539 -0.185992 0.4963 0.56539 0.34753 0.910183 0.611241 0.68558 "BRCA"
"Sample_248" -0.048825 -0.03252 -0.13384 -0.06224 -0.011391 0.01251 -0.137713 0.25727 -0.173745 0.78653 0.251 0.20644 -0.013122 0.688426 -0.19297 "BRCA"
"Sample_249" 0.462997 -0.042345 -0.3471 -0.15202 -0.200286 0.01884 -0.113389 0.2711 -0.042776 0.34197 0.82926 0.44998 0.420706 0.182774 0.5878 "BRCA"
"Sample_250" -0.866504 -0.384241 0.14331 -0.0679 0.130056 0.08465 -0.524733 -0.91264 0.400765 -0.23062 -0.98599 -0.42782 -0.646021 -0.360591 -0.90278 "BRCA"
"Sample_251" -0.260794 -0.073441 -0.26027 0.25826 0.055349 0.17354 -0.242774 -0.14 -0.836052 0.06335 -0.23977 -0.01247 0.396154 0.163063 -0.22478 "BRCA"
"Sample_252" -0.586266 -0.46591 0.33485 0.17771 0.085341 0.02116 -0.87264 -0.84054 -0.301242 -0.60933 -0.40157 -0.80503 -0.717958 -0.935903 -1.5371 "BRCA"
"Sample_253" 0.140644 -0.323747 0.25856 -0.34349 0.000645 -0.09328 -0.519823 -0.81908 -0.407584 -0.11286 -0.71822 -0.01638 -0.272141 -0.413335 -0.70102 "BRCA"
"Sample_254" 0.061929 -0.122054 0.01606 0.17208 -0.07472 -0.06047 0.121891 -0.10634 0.196132 -0.17278 0.46342 0.02149 -0.136734 -0.426222 -0.4582 "BRCA"
"Sample_255" -1.305708 -1.393301 0.28418 -0.16261 0.075436 -0.12766 -0.788601 -1.48438 -1.510513 -0.67437 -1.00043 -1.71715 -1.939049 -1.515224 -1.1945 "BRCA"
"Sample_256" -0.262025 -0.084772 0.04494 -0.15373 -0.196552 -0.0782 -0.180012 0.19099 -0.987828 0.20618 0.47967 0.06654 0.150493 0.182281 0.30399 "BRCA"
"Sample_257" -0.539488 -0.004444 -0.16957 -0.22392 -0.113709 -0.11154 -0.571236 -0.28074 -0.418696 -0.02802 -0.18753 0.10651 -0.384628 -0.096883 -0.18613 "BRCA"
"Sample_258" 0.111065 0.402405 -0.09125 0.52975 -0.04255 0.0391 0.135013 -0.08856 -0.277798 0.03587 0.38793 0.02155 -0.07842 -0.011788 -0.11694 "BRCA"
"Sample_259" -0.690127 -0.556034 0.76913 0.18362 0.164959 -0.15136 -0.829596 -1.18873 -1.112594 -0.64437 -0.47267 -1.05464 -1.042319 -1.108403 -1.4419 "BRCA"
"Sample_260" 0.249751 -0.018795 -0.12003 -0.19363 -0.189853 -0.1354 -0.113212 -0.20915 -0.254419 0.09451 0.09546 0.07482 0.008562 -0.186036 -0.29776 "BRCA"
"Sample_261" -0.166805 -0.240958 -0.1626 -0.01314 0.049169 0.2049 0.022073 0.25478 0.065773 0.17138 0.49056 -0.29973 0.157168 -0.077843 0.077761 "BRCA"
"Sample_262" -0.001789 -0.178823 -0.11721 -0.18092 -0.068948 -0.01474 -0.378765 0.10936 -0.20236 0.12277 0.00954 0.34048 -0.014173 0.076843 0.31988 "BRCA"
"Sample_263" -0.843088 -0.529753 0.07879 -0.28023 -0.167616 -0.26762 -0.163283 -0.0153 -0.507198 0.03898 0.35752 0.08705 -0.360049 -0.509332 -0.32675 "BRCA"
"Sample_264" -0.382678 0.329799 -0.00152 -0.06205 -0.116535 -0.27584 -0.431541 -0.3446 -0.648904 -0.26489 -0.58638 -0.3749 -0.505008 -0.067632 -0.66406 "BRCA"
"Sample_265" -0.135395 -0.236991 0.12465 0.06321 -0.26987 0.08404 0.351074 0 0.015703 0.19258 0.73716 0.29698 -0.112101 0.479407 -0.13185 "BRCA"
"Sample_266" 0.299664 0.726833 -0.33912 -0.1021 -0.187036 0.00898 0.130652 0.1604 0.523466 0.22518 -0.06817 0.12501 0.35661 0.360499 0.7844 "BRCA"
"Sample_267" -0.157081 -0.538179 -0.38064 0.18937 -0.047137 -0.02328 0.457233 0.2138 0.268566 -0.19904 0.35009 -0.09342 0.100964 -0.005537 0.1086 "BRCA"
"Sample_268" 0.127931 -0.026362 -0.14075 0.22032 -0.066604 -0.04307 0.19803 0.04422 0.049902 -0.09396 -0.39243 0.11544 0.370356 -0.04245 -0.76094 "BRCA"
"Sample_269" -0.432611 -0.402308 0.72654 0.29323 0.04146 0.0431 -0.098757 -0.61819 -0.270777 -0.22195 -0.6133 0.49553 -0.191684 -0.404141 -0.8658 "BRCA"
"Sample_270" 0.149368 0.134254 0.1301 0.00029 -0.102387 -0.00744 0.261596 -0.02121 0.048682 0.211 0.50427 0.17296 0.359841 0.003351 -0.19439 "BRCA"
"Sample_271" -1.053762 -0.899271 1.06312 -0.11007 0.073333 -0.08912 -0.536219 -1.06392 -1.104551 -0.55075 -0.55683 -0.62019 -1.087972 -1.384673 -1.456 "BRCA"
"Sample_272" -0.229671 0.209583 -0.03502 -0.07386 -0.022592 -0.05394 0.019897 -0.14049 -0.069842 -0.18255 0.01448 -0.00329 0.146026 -0.239333 -0.29577 "BRCA"
"Sample_273" -1.538133 -0.950858 0.78938 0.72624 0.128685 0.0676 -0.813386 -1.47236 -1.344049 -0.41922 -1.25005 -1.30358 -1.677222 -1.545264 -1.6085 "BRCA"
"Sample_274" 0.423593 0.158026 0.66564 0.3086 -0.193985 0.03626 0.628682 0.10712 -0.296558 0.37584 0.89286 0.68078 -0.183023 -0.330501 -0.030981 "BRCA"
"Sample_275" -0.189342 -0.001993 0.26848 0.16888 -0.106352 0.03032 0.076515 0.40341 -0.116646 1.21756 0.77043 1.27248 0.6723 0.658386 0.0011417 "BRCA"
"Sample_276" 0.290043 -0.2921 0.03564 -0.01679 0.063827 0.02695 -0.143633 -0.03122 -0.547235 0.32846 -0.1869 -0.04376 -0.286814 0.529692 0.066756 "BRCA"
"Sample_277" -1.1082 -0.761924 1.06199 0.09192 0.020436 -0.0321 -0.753103 -1.40916 -1.163489 -0.7033 -1.357 -1.02671 -1.742979 -1.871463 -1.8398 "BRCA"
"Sample_278" 0.133742 -0.01313 -0.21037 -0.13412 0.07905 -0.02447 -0.33973 0.1951 -0.060504 0.22396 0.05635 0.07687 0.118144 0.111021 0.28416 "BRCA"
"Sample_279" 0.177151 0.153258 -0.12058 -0.06296 -0.113626 -0.08102 0.246631 0.00745 0.154978 0.27979 0.08904 0.47559 0.26479 0.000655 -0.28553 "BRCA"
"Sample_280" -0.387036 -0.021063 0.26611 0.03542 -0.080863 0.02005 0.318625 -0.205 -0.235733 0.00993 0.1389 -0.02052 0.038703 -0.362526 -0.6994 "BRCA"
"Sample_281" 0.286231 -0.129341 0.3275 0.25881 -0.130165 0.07294 0.400851 -0.055 -0.164041 0.19438 0.83668 1.15969 0.283454 0.073209 -0.45376 "BRCA"
"Sample_282" -0.159006 -0.247492 -0.12764 -0.14416 -0.133306 0.00548 0.3562 0.31424 0.216573 0.32698 0.08314 0.30474 0.093865 0.845245 0.07038 "BRCA"
"Sample_283" 0.428654 -0.10254 0.46437 0.00856 0.020307 0.17251 0.006941 0.238 0.470618 0.45021 0.11167 0.19298 0.689057 0.399013 0.062307 "BRCA"
"Sample_284" 0.168325 -0.059244 0.09157 0.04441 -0.157072 -0.08844 -0.037739 -0.24392 -0.276362 0.8203 0.62747 0.85483 0.4947 0.283719 -0.45935 "BRCA"
"Sample_285" 0.071338 -0.144281 0.3988 0.0142 0.061844 0.06341 0.166404 -0.18158 -0.647158 0.25339 0.02971 0.29812 -0.344033 -0.357678 -0.1912 "BRCA"
"Sample_286" -0.038935 0.059158 -0.0764 -0.07604 -0.128108 -0.10079 -0.030536 -0.21526 -0.19855 -0.10174 0.33935 0.04057 0.003503 -0.076263 -0.63244 "BRCA"
